1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
38.05725,15.65417109,7.722363281,6.366960156,5.223660156,4.721135156,5.220421875,7.037069531,8.124427344,19.09106641,11.22730859,2.599046484,1.751596641,1.619058438,1.544374453,1.287886016,1.060890391,0.963602656,0.846915547,0.815230469,0.687683281,0.512218906,0.431821328,0.369932422,0.325799063,0.302108516,0.269325703,0.240980688,0.238453961,0.251841766,0.290719898,0.443590906,0.415579281,0.255649477,0.181265797,0.155243969,0.145270313,0.145842867,0.146094805,0.135368023,0.140584156,0.155305727,0.160335094,0.149897594,0.145857953,0.133956938,0.126784125,0.148558742,0.170156945,0.159343773
29.29223672,8.510249219,3.440077344,2.300926797,2.123310469,1.726866719,1.672201875,2.855651797,13.18766406,14.96196094,4.213339063,1.199522422,0.539406406,0.444648906,0.376417031,0.380258438,0.395506172,0.515858281,0.599158984,0.494309688,0.317232563,0.214014891,0.173980008,0.150647352,0.136408406,0.120871336,0.118115953,0.122057852,0.110421125,0.114272016,0.121804461,0.147724,0.118017539,0.088796352,0.073820313,0.060698102,0.058046516,0.061258727,0.063049359,0.067278578,0.067014086,0.065269922,0.064945539,0.057679422,0.055486375,0.056172219,0.058122766,0.063698875,0.05893793,0.052742344
30.97976797,15.61465859,8.4879625,5.714669531,5.660534375,5.490304688,8.324378125,21.30233984,34.60157266,29.65536172,8.40339375,2.004006172,1.212588828,1.079292109,0.942398438,0.873378359,0.887673438,0.829329063,0.764501328,0.696383672,0.602819609,0.421745781,0.293676414,0.240680969,0.196868016,0.171579891,0.162530539,0.14627557,0.132932773,0.131116867,0.140786594,0.203312539,0.218570602,0.125347727,0.076857219,0.060608875,0.053138641,0.04955568,0.044285109,0.044337875,0.043716138,0.041282345,0.039358014,0.035486129,0.034399535,0.032815463,0.030593919,0.031656582,0.031889073,0.029361461
19.58592656,7.464386719,6.037797656,7.772188281,6.177015625,2.758253125,1.84888125,2.382382813,4.934117188,4.868070313,1.550966016,0.610426797,0.544436172,0.579958203,0.560685391,0.533762969,0.531322891,0.538519844,0.506841719,0.479495859,0.396087734,0.355338906,0.310737258,0.263528883,0.239014516,0.224733148,0.206054164,0.18403007,0.179179734,0.170433641,0.189881883,0.276917602,0.316303797,0.249509016,0.19702368,0.187456336,0.187054961,0.167434742,0.149326086,0.12891793,0.121963352,0.111830586,0.114408367,0.111735516,0.11821018,0.117395367,0.111416727,0.111797891,0.114117688,0.110397367
32.2376875,11.94005234,6.224294531,3.897969531,2.992542969,2.778497656,3.079419844,5.991688281,12.19895156,7.942,1.869405938,1.058077969,0.819709688,0.767107344,0.696575625,0.592118438,0.528199531,0.501985547,0.470589766,0.451969609,0.40112,0.333304141,0.252535156,0.193919516,0.171160953,0.15220343,0.138539922,0.128396313,0.130582523,0.120900063,0.106762305,0.102804477,0.098759375,0.095629836,0.090151977,0.087848867,0.090263789,0.08921968,0.083905227,0.085808102,0.090244492,0.078204289,0.076239711,0.073299648,0.067945375,0.067736859,0.07249618,0.078011133,0.075455984,0.074306078
23.55546406,9.960964844,5.345525781,4.341824219,5.311889063,3.727642188,4.229735938,5.812610156,14.49976875,19.04801328,5.526789063,1.950321406,1.231456328,0.897264375,0.658340313,0.54646375,0.477036094,0.468269844,0.493311328,0.408242422,0.294059695,0.222866938,0.190692484,0.173764617,0.148603508,0.14163632,0.13537232,0.142097938,0.169927227,0.161683492,0.112943867,0.091092438,0.086230938,0.080002656,0.073954945,0.07163825,0.076267688,0.0811025,0.072873047,0.068908547,0.07017607,0.080696414,0.078254469,0.077493438,0.073375891,0.070736516,0.074415313,0.068568578,0.069341117,0.081169648
26.40604063,9.304151563,4.707254688,3.905730469,2.951438359,2.194507109,2.211891797,2.85874375,5.682320313,9.09029375,4.851508594,1.239968984,0.782382188,0.744014141,0.700527266,0.594216719,0.611083125,0.668839922,0.762443984,0.816815703,0.664403438,0.506258516,0.432963594,0.345303672,0.284961742,0.229812375,0.190840836,0.196445352,0.177193914,0.170737086,0.191913195,0.174718297,0.177727148,0.156849359,0.139533352,0.140676023,0.125441086,0.118271359,0.126897148,0.119422766,0.108338383,0.098784875,0.096943594,0.096330227,0.102414078,0.092166609,0.088978617,0.084997023,0.08460668,0.085623914
29.51979297,9.946388281,4.129597656,2.687625,2.063630625,2.033110391,3.539134453,7.170590625,12.00421172,11.80119766,3.955151719,1.410473906,0.634389688,0.547877344,0.466755234,0.478683828,0.517342656,0.510194531,0.542195,0.442350313,0.321455469,0.276266359,0.257438914,0.21814468,0.193756477,0.193090734,0.197280156,0.235427031,0.252964164,0.180903063,0.163597758,0.171405547,0.153099586,0.150493711,0.157458648,0.119098156,0.115931102,0.114714664,0.108461227,0.126467695,0.124170867,0.105523984,0.117224023,0.103475336,0.111132063,0.114450656,0.101025422,0.091083078,0.120702727,0.106888164
22.05140781,6.465005469,3.344967969,2.939026563,2.264802656,1.995577109,2.772815625,4.312073438,3.734792969,2.813101563,3.1982725,2.869342266,1.631071641,1.157938438,1.1198575,1.006072422,0.809925469,0.673643672,0.620911328,0.537027813,0.514931641,0.514451328,0.479926406,0.384386797,0.293368313,0.231734258,0.187327891,0.156231914,0.149864813,0.125094523,0.091871023,0.075609352,0.063540766,0.05637443,0.051480094,0.047422398,0.048392063,0.040856414,0.035245734,0.036102263,0.031239173,0.033017907,0.030806971,0.029320066,0.029897406,0.03043368,0.025939293,0.025273487,0.029804638,0.030897861
15.97785469,6.525660156,3.717800547,3.421838828,3.102091172,2.098102344,2.374877813,2.079099063,2.366821641,1.618112578,0.716351172,0.566821719,0.554943828,0.513927344,0.450209063,0.373558828,0.330577578,0.298672313,0.242840117,0.216628969,0.189410234,0.166651859,0.151466141,0.135790719,0.129770563,0.115060727,0.101926813,0.093024805,0.080625625,0.081518133,0.101535445,0.114978125,0.089281852,0.068041641,0.066365203,0.060415711,0.05142557,0.052849617,0.058107539,0.056553109,0.056128453,0.056975547,0.049477422,0.048828117,0.050888719,0.049561305,0.050568641,0.051937227,0.052795031,0.050668625
