"ID","hem","X3","X3.5","X4","X4.5","X5","X5.5","X6","X6.5","X7","X7.5","X8","X8.5","X9","X9.5","X10","X10.5","X11","X11.5","X12","X12.5","X13","X13.5","X14","X14.5","X15","X15.5","X16","X16.5","X17","X17.5","X18","X18.5","X19","X19.5","X20","X20.5","X21","X21.5","X22","X22.5","X23","X23.5","X24","X24.5","X25","X25.5","X26","X26.5","X27","X27.5","X28","X28.5","X29","X29.5","X30","X30.5","X31","X31.5","X32","X32.5","X33","X33.5","X34","X34.5","X35","X35.5","X36","X36.5","X37","X37.5","X38","X38.5","X39","X39.5","X40"
201,"left",6.94263333333333,5.89863333333333,6.30473333333333,5.72696666666667,5.813,4.99956666666667,4.31538333333333,3.8017,4.51496666666667,6.05151666666667,5.85121666666667,5.27361666666667,4.59068333333333,5.4423,12.383,12.1691666666667,3.84476666666667,2.23038333333333,1.91358333333333,1.7704,1.67143333333333,1.52315,1.40738333333333,1.56866666666667,1.52505,1.28858333333333,1.06483166666667,1.04210333333333,0.96826,0.91318,1.1821,1.01448166666667,0.956981666666667,0.936151666666667,0.862041666666667,0.740171666666667,0.696605,0.68981,0.64198,0.6059,0.558215,0.504013333333333,0.389863333333333,0.35471,0.316726666666667,0.307013333333333,0.307208333333333,0.285298333333333,0.264585,0.20093,0.154516666666667,0.185155,0.174973333333333,0.182836666666667,0.19234,0.243381666666667,0.230538333333333,0.333716666666667,0.558345,0.605748333333333,0.37987,0.233425,0.17262,0.130780833333333,0.0903615,0.0867396666666667,0.105856666666667,0.095095,0.113945666666667,0.122687833333333,0.1026305,0.126961333333333,0.130516833333333,0.126616,0.107570833333333
201,"right",6.11911666666667,5.19906666666667,5.16221666666667,4.18616666666667,3.81006666666667,3.5543,3.2252,3.53355,3.7759,4.21161666666667,4.13773333333333,4.33453333333333,3.72978333333333,4.69776666666667,10.2137833333333,9.1701,2.89696666666667,1.62823333333333,1.2565,1.44988333333333,1.47346666666667,1.171545,0.961241666666667,1.27224166666667,1.4547,1.09154833333333,1.07282,0.950493333333333,0.899171666666667,0.963186666666667,0.803323333333333,0.72299,0.742476666666667,0.636698333333333,0.587401666666667,0.625095,0.579615,0.618773333333333,0.587086666666667,0.49332,0.54255,0.486705,0.371563333333333,0.311383333333333,0.310185,0.325756666666667,0.284578333333333,0.236353333333333,0.19782,0.159948333333333,0.178988333333333,0.210886666666667,0.220483333333333,0.17502,0.1826,0.173861666666667,0.243581666666667,0.398556666666667,0.616435,0.692713333333333,0.50435,0.35706,0.187865,0.147104666666667,0.109782166666667,0.101588166666667,0.0960971666666667,0.0906573333333333,0.0894476666666667,0.0849443333333333,0.0942605,0.0959708333333333,0.0812101666666667,0.0794755,0.0781188333333333
202,"left",3.17761666666667,2.17163333333333,2.32006666666667,1.86073333333333,1.89488333333333,2.15826666666667,1.85555,1.5187,1.41543333333333,1.79276666666667,1.60931666666667,2.37171666666667,9.81318333333333,19.7891666666667,12.8283333333333,4.50201666666667,2.19998333333333,1.43151666666667,0.893438333333333,0.500613333333333,0.327588333333333,0.321165,0.307753333333333,0.257936666666667,0.273171666666667,0.252941666666667,0.23878,0.253528333333333,0.256611666666667,0.283971666666667,0.297708333333333,0.330983333333333,0.351095,0.349241666666667,0.32774,0.293693333333333,0.262956666666667,0.18641,0.17935,0.168915,0.172691666666667,0.148298333333333,0.143381666666667,0.126655833333333,0.104843333333333,0.0985015,0.108430666666667,0.104521166666667,0.106314666666667,0.103749166666667,0.102502166666667,0.0766173333333333,0.0756266666666667,0.0818576666666667,0.0938305,0.0948295,0.0971505,0.109126833333333,0.102457833333333,0.108650666666667,0.0873283333333333,0.068564,0.065543,0.0590955,0.0566131666666667,0.0483728333333333,0.0478943333333333,0.0511205,0.047617,0.0490336666666667,0.0437443333333333,0.045321,0.0454726666666667,0.0442681666666667,0.0388398333333333
202,"right",1.86908333333333,1.41711666666667,1.29608333333333,1.16655,1.17573333333333,1.12053166666667,1.02729666666667,0.944055,0.7888,1.15279,1.2854,2.34423333333333,9.33631666666667,18.2081666666667,12.0675,4.5785,2.14265,1.12039666666667,0.621358333333333,0.409296666666667,0.313698333333333,0.296716666666667,0.269796666666667,0.292173333333333,0.240045,0.251405,0.229881666666667,0.217661666666667,0.224255,0.246096666666667,0.335851666666667,0.448758333333333,0.439606666666667,0.368678333333333,0.348148333333333,0.25664,0.185615,0.121398333333333,0.1181335,0.112674666666667,0.102563166666667,0.106842666666667,0.108941,0.100904166666667,0.0825106666666667,0.0862613333333333,0.090559,0.0942238333333333,0.0894898333333333,0.089084,0.0904683333333333,0.0812061666666667,0.0755676666666667,0.0793698333333333,0.0860115,0.0810086666666667,0.0735771666666667,0.0783205,0.0950433333333333,0.095183,0.0743893333333333,0.0671053333333333,0.0623788333333333,0.0478613333333333,0.0542418333333333,0.0620426666666667,0.0572508333333333,0.0547673333333333,0.0421731666666667,0.0428525,0.0566483333333333,0.0570738333333333,0.0544566666666667,0.0603243333333333,0.060169
203,"left",7.23905,5.56021666666667,4.41183333333333,3.92201666666667,4.27293333333333,3.8974,3.53546666666667,4.07716666666667,5.67841666666667,7.28763333333333,12.6106666666667,28.0741666666667,25.9445,28.4343333333333,18.0226666666667,8.37818333333333,3.38358333333333,1.59096666666667,1.20355,0.838221666666667,0.85379,0.909146666666667,0.724678333333333,0.660473333333333,0.83425,0.901471666666667,0.80535,0.604846666666667,0.591408333333333,0.593173333333333,0.573198333333333,0.639311666666667,0.678921666666667,0.674936666666667,0.515895,0.49527,0.558591666666667,0.453781666666667,0.37749,0.321568333333333,0.278298333333333,0.279788333333333,0.279236666666667,0.208615,0.20847,0.198468333333333,0.173401666666667,0.175516666666667,0.154426666666667,0.118504666666667,0.112016833333333,0.0940756666666667,0.106745666666667,0.115411833333333,0.126031666666667,0.135852333333333,0.180806666666667,0.392316666666667,0.522715,0.516171666666667,0.381761666666667,0.200463333333333,0.12554,0.0811963333333333,0.0579846666666667,0.0528246666666667,0.053032,0.0442998333333333,0.0443963333333333,0.0446745,0.0406263333333333,0.0384608333333333,0.0351685,0.0364585,0.0329715
203,"right",5.62293333333333,4.70406666666667,3.78875,3.97996666666667,4.16406666666667,3.05935,3.47436666666667,4.2026,4.30478333333333,5.66393333333333,12.5563333333333,24.8331666666667,23.1681666666667,26.1311666666667,17.339,10.0837,5.05701666666667,1.81068333333333,1.281235,0.860436666666667,0.67189,0.79523,0.844763333333333,0.710171666666667,0.714356666666667,0.765423333333333,0.616361666666667,0.669511666666667,0.594793333333333,0.595231666666667,0.53803,0.426378333333333,0.422728333333333,0.45044,0.542881666666667,0.606125,0.490776666666667,0.403115,0.323938333333333,0.273763333333333,0.29416,0.271678333333333,0.225905,0.18558,0.15737,0.161358333333333,0.167231666666667,0.150814,0.126573333333333,0.123757,0.099534,0.0993025,0.109234666666667,0.108263333333333,0.103408333333333,0.1107545,0.1084425,0.141879166666667,0.231321666666667,0.412255,0.460285,0.350728333333333,0.169264666666667,0.0743991666666667,0.0561568333333333,0.0475466666666667,0.045892,0.0366091666666667,0.0327623333333333,0.0370066666666667,0.0295448333333333,0.0333961666666667,0.0329783333333333,0.0309118333333333,0.0303238333333333
204,"left",4.04971666666667,3.20343333333333,2.94408333333333,2.45846666666667,2.45396666666667,2.0906,1.79073333333333,1.80103333333333,1.80581666666667,1.60275,1.53835,1.32686666666667,1.06986166666667,0.98796,0.832878333333333,0.711378333333333,0.883503333333333,1.57518333333333,2.0446,1.44251666666667,0.933043333333333,0.806161666666667,0.671863333333333,0.844031666666667,0.779678333333333,0.84224,0.964986666666667,0.957491666666667,0.78444,0.571733333333333,0.565458333333333,0.665908333333333,0.639118333333333,0.573286666666667,0.572668333333333,0.622116666666667,0.609518333333333,0.697935,0.751175,0.754108333333333,0.668875,0.47815,0.388991666666667,0.384118333333333,0.306058333333333,0.270938333333333,0.265538333333333,0.225553333333333,0.217321666666667,0.214326666666667,0.199275,0.20477,0.200461666666667,0.165501666666667,0.159358333333333,0.146513333333333,0.143804166666667,0.164177833333333,0.153448166666667,0.1305895,0.146949166666667,0.154763166666667,0.133716666666667,0.140003666666667,0.152733166666667,0.154544833333333,0.1296915,0.135350166666667,0.125913,0.132581,0.1310165,0.124250166666667,0.125175333333333,0.133302,0.1344285
204,"right",3.64726666666667,3.0641,2.87276666666667,2.42373333333333,2.05023333333333,1.96913333333333,1.76255,1.498,1.51881666666667,1.45601666666667,1.09756833333333,1.15929,1.12615833333333,0.94834,0.84542,0.957371666666667,1.20656666666667,1.77756666666667,2.0368,1.4388,0.942746666666667,0.871301666666667,0.822263333333333,0.767885,0.739266666666667,0.902191666666667,1.03227,0.956183333333333,0.900695,0.691861666666667,0.590946666666667,0.592466666666667,0.540795,0.407828333333333,0.455693333333333,0.518536666666667,0.548276666666667,0.603526666666667,0.666721666666667,0.595418333333333,0.567835,0.479811666666667,0.44156,0.382823333333333,0.372303333333333,0.358008333333333,0.318898333333333,0.326928333333333,0.271828333333333,0.209978333333333,0.203646666666667,0.195383333333333,0.200713333333333,0.200476666666667,0.244528333333333,0.22742,0.162959166666667,0.192265,0.21865,0.194278333333333,0.224393333333333,0.1870095,0.217146666666667,0.233808333333333,0.199888333333333,0.170430666666667,0.148429,0.1643465,0.181487666666667,0.182600166666667,0.198588833333333,0.187318,0.165942166666667,0.158127,0.167998666666667
205,"left",6.03855,5.38251666666667,4.84286666666667,3.77565,3.24331666666667,2.8527,2.92178333333333,2.64021666666667,2.49006666666667,3.36495,3.77395,4.40363333333333,7.27481666666667,9.27373333333333,4.52055,1.94208333333333,1.3297,1.08716,1.28386666666667,1.07693333333333,0.908053333333333,0.953171666666667,1.112225,1.11854666666667,1.11414,0.944055,0.768861666666667,0.571878333333333,0.581,0.53765,0.610773333333333,0.482465,0.472316666666667,0.542688333333333,0.623746666666667,0.648158333333333,0.649115,0.708315,0.564306666666667,0.47954,0.414688333333333,0.36269,0.291898333333333,0.248693333333333,0.204513333333333,0.194998333333333,0.182918333333333,0.149631666666667,0.149253333333333,0.14715,0.137236666666667,0.131038333333333,0.126862833333333,0.1278655,0.1142935,0.1154765,0.108487666666667,0.103407333333333,0.0930758333333333,0.0870768333333333,0.08654,0.0753031666666667,0.068887,0.0648161666666667,0.0670545,0.060254,0.0562143333333333,0.0615365,0.0839748333333333,0.0947388333333333,0.0869983333333333,0.0626028333333333,0.0569493333333333,0.0682308333333333,0.0892665
205,"right",6.7341,5.12516666666667,4.14236666666667,3.56803333333333,3.28051666666667,3.0332,2.70275,2.66191666666667,2.62813333333333,3.00216666666667,3.45741666666667,4.88323333333333,6.5981,7.58133333333333,3.78555,1.84316666666667,1.40625,1.32661666666667,1.26158666666667,1.36748333333333,1.20065666666667,1.25562666666667,1.73835,1.39808333333333,1.15254666666667,1.00635,0.839218333333333,0.729336666666667,0.750613333333333,0.64086,0.691775,0.57397,0.65793,0.691125,0.696245,0.741355,0.82444,0.825566666666667,0.564221666666667,0.461623333333333,0.407745,0.323961666666667,0.246878333333333,0.238748333333333,0.208421666666667,0.176353333333333,0.181603333333333,0.165108333333333,0.162363333333333,0.139308333333333,0.138071666666667,0.127691666666667,0.125353333333333,0.122255833333333,0.147576666666667,0.16833,0.16176,0.142604166666667,0.132519,0.111295666666667,0.0791033333333333,0.0633493333333333,0.0750761666666667,0.0855075,0.0995231666666667,0.115202,0.0969136666666667,0.0790051666666667,0.0644938333333333,0.0642513333333333,0.0685626666666667,0.0809861666666667,0.0804011666666667,0.084595,0.0719723333333333
