"ID","CF_1","PW_1","BW_1","CF_2","PW_2","BW_2","offset","exponent","r2s","err"
244,10.239787008611,1.39291459268526,2.38094088132876,19.5665068952995,0.371907546659563,2.19414182918364,2.16291770270852,1.98379763985618,0.989133063933744,0.0582654502337988
