"ID","CF_theta","PW_theta","BW_theta","CF_alpha","PW_alpha","BW_alpha","CF_beta","PW_beta","BW_beta","offset","exponent","r2s","err","CF_1","PW_1","BW_1","CF_2","PW_2","BW_2","CF_3","PW_3","BW_3","CF_4","PW_4","BW_4","CF_5","PW_5","BW_5","CF_6","PW_6","BW_6"
236,6.02628437052427,0.133420086336763,2.01827087104335,NA,NA,NA,14.162167765516,0.259772042463793,4.37398345428187,1.31442675356114,1.51751470638191,0.994670659698163,0.0234267855015382,6.02628437052427,0.133420086336763,2.01827087104335,14.162167765516,0.259772042463793,4.37398345428187,21.7777036920872,0.166294300129532,7.93045787568528,30.7517993766451,0.259560489934626,1.45985744675081,NA,NA,NA,NA,NA,NA
237,NA,NA,NA,8.48633780817314,0.340233718680044,3.28441870202169,23.8782330290417,0.316881144106057,6.23949371299955,1.46455582123744,1.91516901071958,0.99598574369821,0.0297839258657474,8.48633780817314,0.340233718680044,3.28441870202169,13.7634941937081,0.217033854319676,6.78506954142024,23.8782330290417,0.316881144106057,6.23949371299955,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,6.09549740014764,0.196754846749264,4.50146895291927,9.67660176766033,0.202089263195168,1.04144901643441,NA,NA,NA,0.798677839485509,0.977470770687193,0.993040527047629,0.0214243427515399,6.09549740014764,0.196754846749264,4.50146895291927,9.67660176766033,0.202089263195168,1.04144901643441,34.0661501255753,0.0881017726027912,2.58205185730931,38.7972734588892,0.134349388812854,3.79775677747336,NA,NA,NA,NA,NA,NA
239,5.09040248728493,0.0995055815713093,1,10.4566374723895,0.432516821337188,2.47153594980176,14.2442896933008,0.3062457817322,4.06482616304181,1.54633867161336,1.63701014692582,0.993887169958826,0.0330988830397434,5.09040248728493,0.0995055815713093,1,10.4566374723895,0.432516821337188,2.47153594980176,14.2442896933008,0.3062457817322,4.06482616304181,20.7593349527761,0.0937827761582086,1.78601441458027,NA,NA,NA,NA,NA,NA
240,NA,NA,NA,10.3639509406416,0.368476730172339,1.81185987032528,NA,NA,NA,1.5080266150147,1.74720295890651,0.994486193478572,0.0281545521927704,8.61706481277698,0.216316125388291,2.16843904167133,10.3639509406416,0.368476730172339,1.81185987032528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,7.78570190932066,0.167524636583536,1,9.98492120980813,0.61341742321308,1.45395846678994,20.3809689014336,0.334200751602634,1,1.48826755940759,1.64522125828517,0.995274141248377,0.0272914803983053,7.78570190932066,0.167524636583536,1,9.98492120980813,0.61341742321308,1.45395846678994,14.959238787978,0.314864257911887,4.73241206266785,18.9885280106437,0.221552141243319,1.65346696648834,20.3809689014336,0.334200751602634,1,23.3460333010848,0.132901874580493,7.33022554607076
242,NA,NA,NA,10.720974051081,0.221296425485907,2.9577750383676,19.5040948581876,0.288131703997687,8,1.55092356417652,1.84058105285576,0.992968988477704,0.0339131375200364,10.720974051081,0.221296425485907,2.9577750383676,19.5040948581876,0.288131703997687,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,NA,NA,NA,9.40136233907877,0.0853301607158012,3.49276316012783,22.4284479755202,0.0791657910728912,8,0.909344715111193,1.32089384395268,0.991746006743281,0.0287706789588668,9.40136233907877,0.0853301607158012,3.49276316012783,22.4284479755202,0.0791657910728912,8,30.7229448845322,0.551082210996932,1.7168605238049,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,NA,NA,NA,10.0239804845959,1.25718360653984,1.64285347583249,19.7107405775787,0.472353847199879,1.51995615220852,1.42342009107696,1.45539338722302,0.994904987686744,0.0288833202393743,10.0239804845959,1.25718360653984,1.64285347583249,12.2622161981112,0.298253678543358,1.42502522869445,14.2914093321504,0.145612042598644,1.12998340161229,16.6348783832488,0.122281310459262,1.84861673595733,19.7107405775787,0.472353847199879,1.51995615220852,21.2106764841893,0.197368999734602,4.80715672352338
245,NA,NA,NA,8.91861161571317,0.456883856385456,3.0251308814905,NA,NA,NA,1.55780890913445,1.68518530223379,0.997589539014467,0.0216148709744956,8.91861161571317,0.456883856385456,3.0251308814905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,6.742822659507,0.134272218612695,1.46531154737373,8.7774971435363,0.595962092326327,1.38061011467387,13.6469513305346,0.196420828321748,2.94490984638372,1.41422195959766,1.36043113191447,0.99425556444433,0.0235130094705204,6.742822659507,0.134272218612695,1.46531154737373,8.7774971435363,0.595962092326327,1.38061011467387,13.6469513305346,0.196420828321748,2.94490984638372,37.005584476983,0.0868887654052219,3.1673156699475,39.1611869165218,0.13873478737936,1.20797335979884,NA,NA,NA
247,4.29846376423855,0.0834039836045196,1,8.60637614637676,0.428809808629096,1.0145589681994,13.4693941492917,0.0880962554179627,7.99999947192255,1.50801101315941,1.87102781961154,0.996476102984589,0.0270993744216957,4.29846376423855,0.0834039836045196,1,8.60637614637676,0.428809808629096,1.0145589681994,13.4693941492917,0.0880962554179627,7.99999947192255,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,NA,NA,NA,8.75231773665737,0.436416891336649,1.52110290318082,14.7430551493506,0.342705606934149,1.63889550343351,1.59110744126413,1.55148985293703,0.995585300636295,0.0234356091182922,8.75231773665737,0.436416891336649,1.52110290318082,14.7430551493506,0.342705606934149,1.63889550343351,18.0421847520784,0.16384697035421,6.0766809355562,32.2098127588835,0.132901246182252,1.32707883467677,NA,NA,NA,NA,NA,NA
249,7.394645180515,0.154897602272298,1.00000000000011,11.7226823173826,0.709589614727935,2.09794207541447,29.8635884392295,0.264916046120653,1.00000000000002,0.961725778070254,1.46551074858749,0.99615406958721,0.0230648160828024,7.394645180515,0.154897602272298,1.00000000000011,8.92843019727473,0.173389378031621,1.83212729064708,11.7226823173826,0.709589614727935,2.09794207541447,23.243978422056,0.180453786777981,2.11651081897284,29.8635884392295,0.264916046120653,1.00000000000002,NA,NA,NA
250,NA,NA,NA,11.6839362620713,0.176564940613477,2.11585405853889,21.1679413902839,0.123572193742189,4.10801601875887,1.12631290461546,1.28944298920417,0.98790872332985,0.0342636855812258,11.6839362620713,0.176564940613477,2.11585405853889,21.1679413902839,0.123572193742189,4.10801601875887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,NA,NA,NA,10.9007673915304,1.00401067423683,1,20.6902673490776,0.925012806359962,4.68822911795821,1.49700972524557,1.76798860863894,0.993886943812255,0.0380256168280094,10.0242651035043,0.802608704706491,3.34442013689759,10.9007673915304,1.00401067423683,1,15.0129529086359,0.510034008482812,3.7007282678228,20.6902673490776,0.925012806359962,4.68822911795821,NA,NA,NA,NA,NA,NA
252,NA,NA,NA,8.63554533560091,0.334260455172704,1.97083619030751,15.1928584473222,0.262428412926194,4.04439344139428,1.7403531977536,1.83622074806766,0.993959317368926,0.0290892813630365,8.63554533560091,0.334260455172704,1.97083619030751,15.1928584473222,0.262428412926194,4.04439344139428,23.6154520359493,0.105576153348025,7.99999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,NA,NA,NA,8.51240506552114,0.305466772654791,1.77441115417758,19.6250795547153,0.118392018354473,8,1.46619317352499,1.72897840245294,0.996541976780326,0.0212788649341447,8.51240506552114,0.305466772654791,1.77441115417758,10.3547768272883,0.290222980496621,1,19.6250795547153,0.118392018354473,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,NA,NA,NA,9.66701041013621,0.455211567773091,3.61046673676583,23.1973180536664,0.668778325558657,4.72139929427131,1.71308492509693,1.70505883022718,0.992589384900813,0.0366419913783035,9.66701041013621,0.455211567773091,3.61046673676583,13.8285329975313,0.40405599939458,2.3944929591442,18.591331827887,0.411211978177071,4.59752722472765,23.1973180536664,0.668778325558657,4.72139929427131,NA,NA,NA,NA,NA,NA
255,NA,NA,NA,8.80248193242831,0.325225240697125,2.75428730309527,21.8935402001262,0.217899176011205,6.10595330156454,1.32875319219311,1.39930957883703,0.993138756878514,0.0268675784993963,8.80248193242831,0.325225240697125,2.75428730309527,14.9909701227748,0.131515019349941,2.85573329816668,21.8935402001262,0.217899176011205,6.10595330156454,32.5489963605109,0.454166791370125,1.22879965363682,NA,NA,NA,NA,NA,NA
256,NA,NA,NA,10.4877387880751,1.10707267330147,1.89926054382256,21.3416088047816,0.486431354032433,4.70876059983646,1.47122114497921,1.51587174891081,0.987577456462835,0.0456265677946603,10.4877387880751,1.10707267330147,1.89926054382256,21.3416088047816,0.486431354032433,4.70876059983646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,NA,NA,NA,8.65178464979141,0.66369756530152,1.43975309884791,17.7661079028691,0.114200964912093,1.82047302546264,1.7070211986965,1.68398502603162,0.995893456235749,0.0263432508975946,8.65178464979141,0.66369756530152,1.43975309884791,17.7661079028691,0.114200964912093,1.82047302546264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,NA,NA,NA,10.9791277860579,0.518310136347167,2.09351777038459,18.5259273264591,0.326352978192117,3.24985151383781,1.25202468770686,1.33382007940062,0.996683806075558,0.0194041746983753,10.9791277860579,0.518310136347167,2.09351777038459,13.8342738714934,0.250435712566079,4.57272195424033,18.5259273264591,0.326352978192117,3.24985151383781,28.7893451317528,0.152901321655586,1.0511199558499,NA,NA,NA,NA,NA,NA
259,7.74203333758112,0.267409684383385,2.04614209076783,10.1922287596092,0.358772817735869,1.61612145281505,21.1815785655206,0.165258887752373,4.37684259766526,1.60744139128223,1.63979552219218,0.996383894078151,0.0222856115050986,7.74203333758112,0.267409684383385,2.04614209076783,10.1922287596092,0.358772817735869,1.61612145281505,14.5707324818521,0.121744471767642,3.48477318588398,21.1815785655206,0.165258887752373,4.37684259766526,30.6812177410862,0.270657754506019,1.57765272370684,NA,NA,NA
260,NA,NA,NA,11.9356254609968,0.517669971709351,1.00000000000324,13.3092278227497,0.334988479464017,2.17030258761743,1.19082549754885,1.6234655334438,0.993626778273402,0.0326881001752523,9.40648293722566,0.509593786684939,3.07049058488244,11.9356254609968,0.517669971709351,1.00000000000324,13.3092278227497,0.334988479464017,2.17030258761743,16.1116917955182,0.188919975367403,1.83729710187975,19.5479654008641,0.0692436487636218,8,32.3433278090353,0.144158030755303,1.08275748227788
