"ID","GRP","CF_theta","PW_theta","BW_theta","CF_alpha","PW_alpha","BW_alpha","CF_beta","PW_beta","BW_beta","offset","exponent","r2s","err","CF_1","PW_1","BW_1","CF_2","PW_2","BW_2","CF_3","PW_3","BW_3","CF_4","PW_4","BW_4","CF_5","PW_5","BW_5","CF_6","PW_6","BW_6"
201,"BI",NA,NA,NA,10.3249948821482,1.22422191782513,1.00000000000754,14.8971108006964,0.282893286365409,6.2470231870012,1.84128863809055,1.66690931142869,0.99600701233325,0.0273678897372832,8.91559905759921,0.625962597500299,3.16332857171589,10.3249948821482,1.22422191782513,1.00000000000754,14.8971108006964,0.282893286365409,6.2470231870012,20.3213334846318,0.212314767957239,2.8094026578067,32.4584169862082,0.396011336027121,1.57457374213505,NA,NA,NA
202,"BI",7.48589543705002,0.266584603261783,1.19042914614825,9.41186234354578,1.56849164857308,1.23795403530683,19.1783054104602,0.44225600833057,3.01073740647874,1.41798644414295,1.62505107109554,0.995126775968486,0.0332491370752753,7.48589543705002,0.266584603261783,1.19042914614825,9.41186234354578,1.56849164857308,1.23795403530683,10.252956898107,1.0212201141282,2.45173731159715,19.1783054104602,0.44225600833057,3.01073740647874,32.2107753512119,0.194518486887219,1.46040493778132,NA,NA,NA
203,"BI",NA,NA,NA,9.34708018714601,1.46548173673675,2.81039276703744,18.3281221588881,0.366128831542933,7.09524270231224,2.25518737394513,2.17242130985941,0.98976356915223,0.0619058717484183,9.34708018714601,1.46548173673675,2.81039276703744,18.3281221588881,0.366128831542933,7.09524270231224,32.5524901976022,0.418318942120622,1.68950700531167,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"BI",6.93563964343361,0.148750958189886,1.46257753669183,11.9507238246252,0.738245528829284,1.39087454858324,22.4889478659781,0.18634726826938,2.52614828269182,1.21846444460686,1.33826126446008,0.996266916130501,0.0199300070588801,6.93563964343361,0.148750958189886,1.46257753669183,11.9507238246252,0.738245528829284,1.39087454858324,14.7951725013055,0.173367739452864,5.12526419309156,22.4889478659781,0.18634726826938,2.52614828269182,NA,NA,NA,NA,NA,NA
205,"BI",7.6415833809361,0.352713878016602,1.77860175328659,9.34033281566489,1.11365686194434,1.7647976503571,20.3756399408531,0.206134265809189,3.3743453990588,1.73541137450768,1.7705521714948,0.996736900453069,0.0297126018871246,7.6415833809361,0.352713878016602,1.77860175328659,9.34033281566489,1.11365686194434,1.7647976503571,14.4263268899126,0.153050472523002,6.19711366425536,20.3756399408531,0.206134265809189,3.3743453990588,NA,NA,NA,NA,NA,NA
206,"BN",7.54199086901967,0.483749083725096,1.4019851885507,9.68462618530492,1.37977217461568,1.66364521641024,19.1385976284616,0.261319126529555,2.5100045436571,1.84236862300349,1.87020559802779,0.991691418957666,0.0487317923875863,5.1958320013454,0.144950000797334,1,7.54199086901967,0.483749083725096,1.4019851885507,9.68462618530492,1.37977217461568,1.66364521641024,11.9674924195208,0.394237035687701,2.37958914832218,15.0479654008641,0.168165852144732,2.54155190944294,19.1385976284616,0.261319126529555,2.5100045436571
207,"BI",NA,NA,NA,9.96683185949848,0.987158240333368,2.25402975455161,20.0023658692499,0.293723654804101,5.36523421440284,1.51474601435913,1.52045955820467,0.992419342130965,0.0358234998088839,9.96683185949848,0.987158240333368,2.25402975455161,20.0023658692499,0.293723654804101,5.36523421440284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"BN",NA,NA,NA,9.34069115272335,1.19852159198994,2.95009797137332,18.5257551342679,0.208897478909681,3.45620680280543,1.37079419484949,1.45333368807917,0.99533345859338,0.0307989976970443,9.34069115272335,1.19852159198994,2.95009797137332,18.5257551342679,0.208897478909681,3.45620680280543,28.5998370986573,0.169620064962492,1.13096861598122,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,"BI",NA,NA,NA,9.38437642503905,1.01793967592321,2.38637795737473,15.6896686245229,0.270335203584636,1.48085507609369,1.70339219199827,1.79132156894675,0.994868071977409,0.0328415909979848,9.38437642503905,1.01793967592321,2.38637795737473,15.6896686245229,0.270335203584636,1.48085507609369,17.9412941707528,0.200250185367906,7.1447421870103,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,"BN",7.20074742561015,0.342838414438154,1.70889292945159,9.36985138203595,0.555274171447688,1.45882505844611,13.9831672898909,0.197872333387288,2.25298486529178,1.59490336291594,1.79887965429063,0.994540343696002,0.0276160990953974,7.20074742561015,0.342838414438154,1.70889292945159,9.36985138203595,0.555274171447688,1.45882505844611,13.9831672898909,0.197872333387288,2.25298486529178,16.8375165039246,0.117357181601951,7.04968504992905,31.9998761476727,0.23004918579196,1.17255144201019,NA,NA,NA
211,"BI",5.99365917584602,0.182050911907448,1.56874586275497,10.6782812045275,1.04581628793146,1.0000000000004,13.4838417339693,0.251169347249522,6.19748196200516,1.76993735036911,1.77580581083556,0.992809310243612,0.0458574876041278,5.99365917584602,0.182050911907448,1.56874586275497,8.89501159480171,0.76926221641538,2.54070022533337,10.6782812045275,1.04581628793146,1.0000000000004,13.4838417339693,0.251169347249522,6.19748196200516,NA,NA,NA,NA,NA,NA
212,"BN",6.75080654774534,0.342900082282514,1.31201556738094,8.94279697640613,0.744777955889691,2.02477213601799,NA,NA,NA,1.31876293049772,1.67101805066659,0.992356144680565,0.0389945338551076,6.75080654774534,0.342900082282514,1.31201556738094,8.94279697640613,0.744777955889691,2.02477213601799,32.1118509103586,0.600131916422913,1.22635745485192,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,"BN",6.6417724883685,0.298875147396919,1.57175619048445,9.44367030711706,1.17289333372733,2.17482748302864,17.8846482940767,0.205271146645263,4.30126687302074,1.67873544629256,1.72271025915508,0.994534346089095,0.03702217208942,6.6417724883685,0.298875147396919,1.57175619048445,9.44367030711706,1.17289333372733,2.17482748302864,17.8846482940767,0.205271146645263,4.30126687302074,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"BI",7.19158068679535,0.170426841200599,1,9.77817690720523,1.17092446730238,2.5372389635055,13.8581339854529,0.383242779453526,2.24687014164263,1.21326579247274,1.45299177093288,0.994267737328377,0.0333051178654804,7.19158068679535,0.170426841200599,1,9.77817690720523,1.17092446730238,2.5372389635055,13.8581339854529,0.383242779453526,2.24687014164263,19.1221993530481,0.383102874085034,5.86910525036321,32.9438433918389,0.127632705386242,1,NA,NA,NA
215,"BI",NA,NA,NA,10.4133531050049,1.4614087408377,1.49456990944559,20.741522120189,0.220141502401296,2.51031651665579,1.28727366875529,1.34545042083446,0.993423788954377,0.0349075666603876,10.4133531050049,1.4614087408377,1.49456990944559,11.9325562344401,0.522291897880986,1,12.1182476400275,0.522291897880986,5.60088718162291,20.741522120189,0.220141502401296,2.51031651665579,NA,NA,NA,NA,NA,NA
216,"BI",NA,NA,NA,10.4860539162141,1.80971824423054,1,16.2359507094904,0.551639734454935,6.94075557155524,1.79422872647758,1.76690093756028,0.994973895843807,0.0385771737656322,9.70105601697511,1.13333673164059,3.38800437291279,10.4860539162141,1.80971824423054,1,16.2359507094904,0.551639734454935,6.94075557155524,20.709980759084,0.543444794745675,1.48851100503466,NA,NA,NA,NA,NA,NA
217,"BI",5.12903042373399,0.219826254209608,1.00000000005489,9.0867043960258,1.22926775684818,2.31580101725503,18.2387056668607,0.433919920183614,3.47135895305466,1.7128982047814,1.79693046840415,0.985604183717446,0.06395755464872,5.12903042373399,0.219826254209608,1.00000000005489,9.0867043960258,1.22926775684818,2.31580101725503,11.7289634743462,0.366554429977448,4.22060249162498,18.2387056668607,0.433919920183614,3.47135895305466,NA,NA,NA,NA,NA,NA
218,"BN",NA,NA,NA,10.8772552578691,1.01687349412059,1.37889146200601,16.7027166154917,0.194189400151391,4.97248222944684,1.27737150779487,1.61507109698959,0.994803627663008,0.0368253653754126,9.02156376321289,1.01167389121299,1,10.3256651357945,0.996373744963857,3.95061661419278,10.8772552578691,1.01687349412059,1.37889146200601,16.7027166154917,0.194189400151391,4.97248222944684,NA,NA,NA,NA,NA,NA
219,"BN",NA,NA,NA,9.66941947827599,0.743200897580686,3.49406410371954,15.2427351718696,0.5519264630214,3.84544226637345,2.02537848945211,1.89895873188813,0.996662675377556,0.0270963455797171,9.66941947827599,0.743200897580686,3.49406410371954,15.2427351718696,0.5519264630214,3.84544226637345,21.438055074105,0.45635045629361,4.91356850377752,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,"BN",7.18891393901797,0.360655691116136,1.71381677968039,9.75133535005496,0.727146939034858,2.0531262142801,13.7562076536278,0.411511295054309,3.06676582606858,1.41534111027906,1.7171962122767,0.996515406140702,0.0269951582960782,7.18891393901797,0.360655691116136,1.71381677968039,9.75133535005496,0.727146939034858,2.0531262142801,13.7562076536278,0.411511295054309,3.06676582606858,17.4527217091305,0.254117203081282,6.2494379399606,NA,NA,NA,NA,NA,NA
221,"BN",6.84225466784157,0.37889268963548,1.86597887821003,9.3103554311314,1.3333438844099,1.70985913811908,17.6835872212311,0.280157942854462,4.41029879212883,1.4631797417505,1.65046741160161,0.991834978818003,0.0431871610715919,6.84225466784157,0.37889268963548,1.86597887821003,9.3103554311314,1.3333438844099,1.70985913811908,17.6835872212311,0.280157942854462,4.41029879212883,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,"BI",NA,NA,NA,9.33048894540534,1.04684033938473,2.3789674160076,16.7272187324746,0.219195218204099,5.62718307610128,1.19951175781864,1.53850266677182,0.993621092662388,0.0308169314499387,9.33048894540534,1.04684033938473,2.3789674160076,16.7272187324746,0.219195218204099,5.62718307610128,31.6248608411091,0.135581366167321,1.47335630370574,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,"BN",7.85283433426445,0.360527546418089,1.00000000000004,9.67931235115685,0.916831488049193,1.99695118600664,19.3517379550296,0.429554677647529,6.94643670516746,1.57218324989585,1.76397999244805,0.994959155945118,0.034158069630241,7.85283433426445,0.360527546418089,1.00000000000004,9.67931235115685,0.916831488049193,1.99695118600664,19.3517379550296,0.429554677647529,6.94643670516746,NA,NA,NA,NA,NA,NA,NA,NA,NA
